source,ticker,horizon,fold,scheme,window,model,weight
e1,JPM,5,8,softmax_ic,last3,huber,0.5470485563712266
e1,JPM,5,8,softmax_ic,last3,pls,0.06151343622513954
e1,JPM,5,8,softmax_ic,last3,lgbm_reg,0.032985811171327
e1,JPM,5,8,softmax_ic,last3,xgb,0.07377753651307765
e1,JPM,5,9,softmax_ic,last3,elasticnet,0.30326739208056225
e1,JPM,5,9,softmax_ic,last3,huber,0.24827104020759816
e1,JPM,5,9,softmax_ic,last3,pls,0.2963575578510812
e1,JPM,5,9,softmax_ic,last3,lgbm_reg,0.08268555271473078
e1,JPM,5,9,softmax_ic,last3,xgb,0.0694184571460277
e1,JPM,5,10,softmax_ic,last3,elasticnet,0.43630142079344336
e1,JPM,5,10,softmax_ic,last3,huber,0.3255303377359002
e1,JPM,5,10,softmax_ic,last3,pls,0.10628384488800917
e1,JPM,5,10,softmax_ic,last3,lgbm_reg,0.06215524385091906
e1,JPM,5,10,softmax_ic,last3,xgb,0.06972915273172833
e1,JPM,5,11,softmax_ic,last3,elasticnet,0.21008243491420284
e1,JPM,5,11,softmax_ic,last3,huber,0.4354543999744539
e1,JPM,5,11,softmax_ic,last3,pls,0.08782808426503155
e1,JPM,5,11,softmax_ic,last3,lgbm_reg,0.10118178921551658
e1,JPM,5,11,softmax_ic,last3,xgb,0.16545329163079528
e1,JPM,5,12,softmax_ic,last3,elasticnet,0.2312439719677647
e1,JPM,5,12,softmax_ic,last3,huber,0.41037116781413935
e1,JPM,5,12,softmax_ic,last3,pls,0.03637750348431897
e1,JPM,5,12,softmax_ic,last3,lgbm_reg,0.10653682818959043
e1,JPM,5,12,softmax_ic,last3,xgb,0.21547052854418652
e1,JPM,5,13,softmax_ic,last3,elasticnet,0.16863347960518427
e1,JPM,5,13,softmax_ic,last3,huber,0.203148073874748
e1,JPM,5,13,softmax_ic,last3,pls,0.07685957507909762
e1,JPM,5,13,softmax_ic,last3,lgbm_reg,0.11685511055099693
e1,JPM,5,13,softmax_ic,last3,xgb,0.43450376088997317
e1,JPM,5,14,softmax_ic,last3,elasticnet,0.2937360691157226
e1,JPM,5,14,softmax_ic,last3,huber,0.2201167649492213
e1,JPM,5,14,softmax_ic,last3,pls,0.035197737558807146
e1,JPM,5,14,softmax_ic,last3,lgbm_reg,0.08195099834766098
e1,JPM,5,14,softmax_ic,last3,xgb,0.3689984300285879
e1,JPM,5,0,best_recent,expanding,elasticnet,0.2
e1,JPM,5,0,best_recent,expanding,huber,0.2
e1,JPM,5,0,best_recent,expanding,pls,0.2
e1,JPM,5,0,best_recent,expanding,lgbm_reg,0.2
e1,JPM,5,0,best_recent,expanding,xgb,0.2
e1,JPM,5,1,best_recent,expanding,elasticnet,0.0
e1,JPM,5,1,best_recent,expanding,huber,1.0
e1,JPM,5,1,best_recent,expanding,pls,0.0
e1,JPM,5,1,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,1,best_recent,expanding,xgb,0.0
e1,JPM,5,2,best_recent,expanding,elasticnet,0.0
e1,JPM,5,2,best_recent,expanding,huber,1.0
e1,JPM,5,2,best_recent,expanding,pls,0.0
e1,JPM,5,2,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,2,best_recent,expanding,xgb,0.0
e1,JPM,5,3,best_recent,expanding,elasticnet,0.0
e1,JPM,5,3,best_recent,expanding,huber,1.0
e1,JPM,5,3,best_recent,expanding,pls,0.0
e1,JPM,5,3,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,3,best_recent,expanding,xgb,0.0
e1,JPM,5,4,best_recent,expanding,elasticnet,1.0
e1,JPM,5,4,best_recent,expanding,huber,0.0
e1,JPM,5,4,best_recent,expanding,pls,0.0
e1,JPM,5,4,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,4,best_recent,expanding,xgb,0.0
e1,JPM,5,5,best_recent,expanding,elasticnet,0.0
e1,JPM,5,5,best_recent,expanding,huber,1.0
e1,JPM,5,5,best_recent,expanding,pls,0.0
e1,JPM,5,5,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,5,best_recent,expanding,xgb,0.0
e1,JPM,5,6,best_recent,expanding,elasticnet,0.0
e1,JPM,5,6,best_recent,expanding,huber,1.0
e1,JPM,5,6,best_recent,expanding,pls,0.0
e1,JPM,5,6,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,6,best_recent,expanding,xgb,0.0
e1,JPM,5,7,best_recent,expanding,elasticnet,0.0
e1,JPM,5,7,best_recent,expanding,huber,1.0
e1,JPM,5,7,best_recent,expanding,pls,0.0
e1,JPM,5,7,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,7,best_recent,expanding,xgb,0.0
e1,JPM,5,8,best_recent,expanding,elasticnet,0.0
e1,JPM,5,8,best_recent,expanding,huber,1.0
e1,JPM,5,8,best_recent,expanding,pls,0.0
e1,JPM,5,8,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,8,best_recent,expanding,xgb,0.0
e1,JPM,5,9,best_recent,expanding,elasticnet,0.0
e1,JPM,5,9,best_recent,expanding,huber,1.0
e1,JPM,5,9,best_recent,expanding,pls,0.0
e1,JPM,5,9,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,9,best_recent,expanding,xgb,0.0
e1,JPM,5,10,best_recent,expanding,elasticnet,0.0
e1,JPM,5,10,best_recent,expanding,huber,1.0
e1,JPM,5,10,best_recent,expanding,pls,0.0
e1,JPM,5,10,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,10,best_recent,expanding,xgb,0.0
e1,JPM,5,11,best_recent,expanding,elasticnet,0.0
e1,JPM,5,11,best_recent,expanding,huber,1.0
e1,JPM,5,11,best_recent,expanding,pls,0.0
e1,JPM,5,11,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,11,best_recent,expanding,xgb,0.0
e1,JPM,5,12,best_recent,expanding,elasticnet,0.0
e1,JPM,5,12,best_recent,expanding,huber,1.0
e1,JPM,5,12,best_recent,expanding,pls,0.0
e1,JPM,5,12,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,12,best_recent,expanding,xgb,0.0
e1,JPM,5,13,best_recent,expanding,elasticnet,0.0
e1,JPM,5,13,best_recent,expanding,huber,1.0
e1,JPM,5,13,best_recent,expanding,pls,0.0
e1,JPM,5,13,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,13,best_recent,expanding,xgb,0.0
e1,JPM,5,14,best_recent,expanding,elasticnet,0.0
e1,JPM,5,14,best_recent,expanding,huber,1.0
e1,JPM,5,14,best_recent,expanding,pls,0.0
e1,JPM,5,14,best_recent,expanding,lgbm_reg,0.0
e1,JPM,5,14,best_recent,expanding,xgb,0.0
e1,JPM,5,0,best_recent,last3,elasticnet,0.2
e1,JPM,5,0,best_recent,last3,huber,0.2
e1,JPM,5,0,best_recent,last3,pls,0.2
e1,JPM,5,0,best_recent,last3,lgbm_reg,0.2
e1,JPM,5,0,best_recent,last3,xgb,0.2
e1,JPM,5,1,best_recent,last3,elasticnet,0.0
e1,JPM,5,1,best_recent,last3,huber,1.0
e1,JPM,5,1,best_recent,last3,pls,0.0
e1,JPM,5,1,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,1,best_recent,last3,xgb,0.0
e1,JPM,5,2,best_recent,last3,elasticnet,0.0
e1,JPM,5,2,best_recent,last3,huber,1.0
e1,JPM,5,2,best_recent,last3,pls,0.0
e1,JPM,5,2,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,2,best_recent,last3,xgb,0.0
e1,JPM,5,3,best_recent,last3,elasticnet,0.0
e1,JPM,5,3,best_recent,last3,huber,1.0
e1,JPM,5,3,best_recent,last3,pls,0.0
e1,JPM,5,3,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,3,best_recent,last3,xgb,0.0
e1,JPM,5,4,best_recent,last3,elasticnet,0.0
e1,JPM,5,4,best_recent,last3,huber,0.0
e1,JPM,5,4,best_recent,last3,pls,1.0
e1,JPM,5,4,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,4,best_recent,last3,xgb,0.0
e1,JPM,5,5,best_recent,last3,elasticnet,0.0
e1,JPM,5,5,best_recent,last3,huber,0.0
e1,JPM,5,5,best_recent,last3,pls,1.0
e1,JPM,5,5,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,5,best_recent,last3,xgb,0.0
e1,JPM,5,6,best_recent,last3,elasticnet,0.0
e1,JPM,5,6,best_recent,last3,huber,1.0
e1,JPM,5,6,best_recent,last3,pls,0.0
e1,JPM,5,6,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,6,best_recent,last3,xgb,0.0
e1,JPM,5,7,best_recent,last3,elasticnet,0.0
e1,JPM,5,7,best_recent,last3,huber,1.0
e1,JPM,5,7,best_recent,last3,pls,0.0
e1,JPM,5,7,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,7,best_recent,last3,xgb,0.0
e1,JPM,5,8,best_recent,last3,elasticnet,0.0
e1,JPM,5,8,best_recent,last3,huber,1.0
e1,JPM,5,8,best_recent,last3,pls,0.0
e1,JPM,5,8,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,8,best_recent,last3,xgb,0.0
e1,JPM,5,9,best_recent,last3,elasticnet,1.0
e1,JPM,5,9,best_recent,last3,huber,0.0
e1,JPM,5,9,best_recent,last3,pls,0.0
e1,JPM,5,9,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,9,best_recent,last3,xgb,0.0
e1,JPM,5,10,best_recent,last3,elasticnet,1.0
e1,JPM,5,10,best_recent,last3,huber,0.0
e1,JPM,5,10,best_recent,last3,pls,0.0
e1,JPM,5,10,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,10,best_recent,last3,xgb,0.0
e1,JPM,5,11,best_recent,last3,elasticnet,0.0
e1,JPM,5,11,best_recent,last3,huber,1.0
e1,JPM,5,11,best_recent,last3,pls,0.0
e1,JPM,5,11,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,11,best_recent,last3,xgb,0.0
e1,JPM,5,12,best_recent,last3,elasticnet,0.0
e1,JPM,5,12,best_recent,last3,huber,1.0
e1,JPM,5,12,best_recent,last3,pls,0.0
e1,JPM,5,12,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,12,best_recent,last3,xgb,0.0
e1,JPM,5,13,best_recent,last3,elasticnet,0.0
e1,JPM,5,13,best_recent,last3,huber,0.0
e1,JPM,5,13,best_recent,last3,pls,0.0
e1,JPM,5,13,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,13,best_recent,last3,xgb,1.0
e1,JPM,5,14,best_recent,last3,elasticnet,0.0
e1,JPM,5,14,best_recent,last3,huber,0.0
e1,JPM,5,14,best_recent,last3,pls,0.0
e1,JPM,5,14,best_recent,last3,lgbm_reg,0.0
e1,JPM,5,14,best_recent,last3,xgb,1.0
e1,JPM,21,0,equal,expanding,elasticnet,0.2
e1,JPM,21,0,equal,expanding,huber,0.2
e1,JPM,21,0,equal,expanding,pls,0.2
e1,JPM,21,0,equal,expanding,lgbm_reg,0.2
e1,JPM,21,0,equal,expanding,xgb,0.2
e1,JPM,21,1,equal,expanding,elasticnet,0.2
e1,JPM,21,1,equal,expanding,huber,0.2
e1,JPM,21,1,equal,expanding,pls,0.2
e1,JPM,21,1,equal,expanding,lgbm_reg,0.2
e1,JPM,21,1,equal,expanding,xgb,0.2
e1,JPM,21,2,equal,expanding,elasticnet,0.2
e1,JPM,21,2,equal,expanding,huber,0.2
e1,JPM,21,2,equal,expanding,pls,0.2
e1,JPM,21,2,equal,expanding,lgbm_reg,0.2
e1,JPM,21,2,equal,expanding,xgb,0.2
e1,JPM,21,3,equal,expanding,elasticnet,0.2
e1,JPM,21,3,equal,expanding,huber,0.2
e1,JPM,21,3,equal,expanding,pls,0.2
e1,JPM,21,3,equal,expanding,lgbm_reg,0.2
e1,JPM,21,3,equal,expanding,xgb,0.2
e1,JPM,21,4,equal,expanding,elasticnet,0.2
e1,JPM,21,4,equal,expanding,huber,0.2
e1,JPM,21,4,equal,expanding,pls,0.2
e1,JPM,21,4,equal,expanding,lgbm_reg,0.2
e1,JPM,21,4,equal,expanding,xgb,0.2
e1,JPM,21,5,equal,expanding,elasticnet,0.2
e1,JPM,21,5,equal,expanding,huber,0.2
e1,JPM,21,5,equal,expanding,pls,0.2
e1,JPM,21,5,equal,expanding,lgbm_reg,0.2
e1,JPM,21,5,equal,expanding,xgb,0.2
e1,JPM,21,6,equal,expanding,elasticnet,0.2
e1,JPM,21,6,equal,expanding,huber,0.2
e1,JPM,21,6,equal,expanding,pls,0.2
e1,JPM,21,6,equal,expanding,lgbm_reg,0.2
e1,JPM,21,6,equal,expanding,xgb,0.2
e1,JPM,21,7,equal,expanding,elasticnet,0.2
e1,JPM,21,7,equal,expanding,huber,0.2
e1,JPM,21,7,equal,expanding,pls,0.2
e1,JPM,21,7,equal,expanding,lgbm_reg,0.2
e1,JPM,21,7,equal,expanding,xgb,0.2
e1,JPM,21,8,equal,expanding,elasticnet,0.2
e1,JPM,21,8,equal,expanding,huber,0.2
e1,JPM,21,8,equal,expanding,pls,0.2
e1,JPM,21,8,equal,expanding,lgbm_reg,0.2
e1,JPM,21,8,equal,expanding,xgb,0.2
e1,JPM,21,9,equal,expanding,elasticnet,0.2
e1,JPM,21,9,equal,expanding,huber,0.2
e1,JPM,21,9,equal,expanding,pls,0.2
e1,JPM,21,9,equal,expanding,lgbm_reg,0.2
e1,JPM,21,9,equal,expanding,xgb,0.2
e1,JPM,21,10,equal,expanding,elasticnet,0.2
e1,JPM,21,10,equal,expanding,huber,0.2
e1,JPM,21,10,equal,expanding,pls,0.2
e1,JPM,21,10,equal,expanding,lgbm_reg,0.2
e1,JPM,21,10,equal,expanding,xgb,0.2
e1,JPM,21,11,equal,expanding,elasticnet,0.2
e1,JPM,21,11,equal,expanding,huber,0.2
e1,JPM,21,11,equal,expanding,pls,0.2
e1,JPM,21,11,equal,expanding,lgbm_reg,0.2
e1,JPM,21,11,equal,expanding,xgb,0.2
e1,JPM,21,12,equal,expanding,elasticnet,0.2
e1,JPM,21,12,equal,expanding,huber,0.2
e1,JPM,21,12,equal,expanding,pls,0.2
e1,JPM,21,12,equal,expanding,lgbm_reg,0.2
e1,JPM,21,12,equal,expanding,xgb,0.2
e1,JPM,21,13,equal,expanding,elasticnet,0.2
e1,JPM,21,13,equal,expanding,huber,0.2
e1,JPM,21,13,equal,expanding,pls,0.2
e1,JPM,21,13,equal,expanding,lgbm_reg,0.2
e1,JPM,21,13,equal,expanding,xgb,0.2
e1,JPM,21,14,equal,expanding,elasticnet,0.2
e1,JPM,21,14,equal,expanding,huber,0.2
e1,JPM,21,14,equal,expanding,pls,0.2
e1,JPM,21,14,equal,expanding,lgbm_reg,0.2
e1,JPM,21,14,equal,expanding,xgb,0.2
e1,JPM,21,0,inv_mae,expanding,elasticnet,0.2
e1,JPM,21,0,inv_mae,expanding,huber,0.2
e1,JPM,21,0,inv_mae,expanding,pls,0.2
e1,JPM,21,0,inv_mae,expanding,lgbm_reg,0.2
e1,JPM,21,0,inv_mae,expanding,xgb,0.2
e1,JPM,21,1,inv_mae,expanding,elasticnet,0.20910049235212239
e1,JPM,21,1,inv_mae,expanding,huber,0.19549730961467024
e1,JPM,21,1,inv_mae,expanding,pls,0.23154359921794712
e1,JPM,21,1,inv_mae,expanding,lgbm_reg,0.235963215519102
e1,JPM,21,1,inv_mae,expanding,xgb,0.12789538329615818
e1,JPM,21,2,inv_mae,expanding,elasticnet,0.12990843839190433
e1,JPM,21,2,inv_mae,expanding,huber,0.14920588555411476
e1,JPM,21,2,inv_mae,expanding,pls,0.2755520895759872
e1,JPM,21,2,inv_mae,expanding,lgbm_reg,0.2567535172002845
e1,JPM,21,2,inv_mae,expanding,xgb,0.18858006927770915
e1,JPM,21,3,inv_mae,expanding,elasticnet,0.1306930816141725
e1,JPM,21,3,inv_mae,expanding,huber,0.15862822836292192
e1,JPM,21,3,inv_mae,expanding,pls,0.24124947954006506
e1,JPM,21,3,inv_mae,expanding,lgbm_reg,0.2770558641615305
e1,JPM,21,3,inv_mae,expanding,xgb,0.19237334632130984
e1,JPM,21,4,inv_mae,expanding,elasticnet,0.13411975583783275
e1,JPM,21,4,inv_mae,expanding,huber,0.17390455115229886
e1,JPM,21,4,inv_mae,expanding,pls,0.2375846100347465
e1,JPM,21,4,inv_mae,expanding,lgbm_reg,0.26546894544901306
e1,JPM,21,4,inv_mae,expanding,xgb,0.18892213752610884
e1,JPM,21,5,inv_mae,expanding,elasticnet,0.14101705134752193
e1,JPM,21,5,inv_mae,expanding,huber,0.17873259156701582
e1,JPM,21,5,inv_mae,expanding,pls,0.23074075401037872
e1,JPM,21,5,inv_mae,expanding,lgbm_reg,0.26051642688705495
e1,JPM,21,5,inv_mae,expanding,xgb,0.18899317618802866
e1,JPM,21,6,inv_mae,expanding,elasticnet,0.15271706435069649
e1,JPM,21,6,inv_mae,expanding,huber,0.19190632478640374
e1,JPM,21,6,inv_mae,expanding,pls,0.21227899708833955
e1,JPM,21,6,inv_mae,expanding,lgbm_reg,0.24737347544503868
e1,JPM,21,6,inv_mae,expanding,xgb,0.19572413832952149
e1,JPM,21,7,inv_mae,expanding,elasticnet,0.15316499388051794
e1,JPM,21,7,inv_mae,expanding,huber,0.19137263945045635
e1,JPM,21,7,inv_mae,expanding,pls,0.20819307473276405
e1,JPM,21,7,inv_mae,expanding,lgbm_reg,0.24754705325168408
e1,JPM,21,7,inv_mae,expanding,xgb,0.1997222386845776
e1,JPM,21,8,inv_mae,expanding,elasticnet,0.16215359538782337
e1,JPM,21,8,inv_mae,expanding,huber,0.19232681960278095
e1,JPM,21,8,inv_mae,expanding,pls,0.20712626010589327
e1,JPM,21,8,inv_mae,expanding,lgbm_reg,0.23958308880364543
e1,JPM,21,8,inv_mae,expanding,xgb,0.19881023609985699
e1,JPM,21,9,inv_mae,expanding,elasticnet,0.1645715257032686
e1,JPM,21,9,inv_mae,expanding,huber,0.1947343829396729
e1,JPM,21,9,inv_mae,expanding,pls,0.2051632324948606
e1,JPM,21,9,inv_mae,expanding,lgbm_reg,0.23580330729657073
e1,JPM,21,9,inv_mae,expanding,xgb,0.19972755156562708
e1,JPM,21,10,inv_mae,expanding,elasticnet,0.1676257417134751
e1,JPM,21,10,inv_mae,expanding,huber,0.19963567622259712
e1,JPM,21,10,inv_mae,expanding,pls,0.20201586331300866
e1,JPM,21,10,inv_mae,expanding,lgbm_reg,0.24147000050869938
e1,JPM,21,10,inv_mae,expanding,xgb,0.18925271824221984
e1,JPM,21,11,inv_mae,expanding,elasticnet,0.16173853495996682
e1,JPM,21,11,inv_mae,expanding,huber,0.19698864483134887
e1,JPM,21,11,inv_mae,expanding,pls,0.20594803418532667
e1,JPM,21,11,inv_mae,expanding,lgbm_reg,0.24662586289542401
e1,JPM,21,11,inv_mae,expanding,xgb,0.18869892312793363
e1,JPM,21,12,inv_mae,expanding,elasticnet,0.1498879106072431
e1,JPM,21,12,inv_mae,expanding,huber,0.18292084603351713
e1,JPM,21,12,inv_mae,expanding,pls,0.22099420850643645
e1,JPM,21,12,inv_mae,expanding,lgbm_reg,0.25245131929861164
e1,JPM,21,12,inv_mae,expanding,xgb,0.19374571555419165
e1,JPM,21,13,inv_mae,expanding,elasticnet,0.1496064558994268
e1,JPM,21,13,inv_mae,expanding,huber,0.18085787713573623
e1,JPM,21,13,inv_mae,expanding,pls,0.22271765052000606
e1,JPM,21,13,inv_mae,expanding,lgbm_reg,0.25139484586353167
e1,JPM,21,13,inv_mae,expanding,xgb,0.1954231705812992
e1,JPM,21,14,inv_mae,expanding,elasticnet,0.15074097334604453
e1,JPM,21,14,inv_mae,expanding,huber,0.18466843300324431
e1,JPM,21,14,inv_mae,expanding,pls,0.2146382831282478
e1,JPM,21,14,inv_mae,expanding,lgbm_reg,0.2497016184647269
e1,JPM,21,14,inv_mae,expanding,xgb,0.2002506920577365
e1,JPM,21,0,inv_mae,last3,elasticnet,0.2
e1,JPM,21,0,inv_mae,last3,huber,0.2
e1,JPM,21,0,inv_mae,last3,pls,0.2
e1,JPM,21,0,inv_mae,last3,lgbm_reg,0.2
e1,JPM,21,0,inv_mae,last3,xgb,0.2
e1,JPM,21,1,inv_mae,last3,elasticnet,0.20910049235212239
e1,JPM,21,1,inv_mae,last3,huber,0.19549730961467024
e1,JPM,21,1,inv_mae,last3,pls,0.23154359921794712
e1,JPM,21,1,inv_mae,last3,lgbm_reg,0.235963215519102
e1,JPM,21,1,inv_mae,last3,xgb,0.12789538329615818
e1,JPM,21,2,inv_mae,last3,elasticnet,0.12990843839190433
e1,JPM,21,2,inv_mae,last3,huber,0.14920588555411476
e1,JPM,21,2,inv_mae,last3,pls,0.2755520895759872
e1,JPM,21,2,inv_mae,last3,lgbm_reg,0.2567535172002845
e1,JPM,21,2,inv_mae,last3,xgb,0.18858006927770915
e1,JPM,21,3,inv_mae,last3,elasticnet,0.1306930816141725
e1,JPM,21,3,inv_mae,last3,huber,0.15862822836292192
e1,JPM,21,3,inv_mae,last3,pls,0.24124947954006506
e1,JPM,21,3,inv_mae,last3,lgbm_reg,0.2770558641615305
e1,JPM,21,3,inv_mae,last3,xgb,0.19237334632130984
e1,JPM,21,4,inv_mae,last3,elasticnet,0.1109080185804384
e1,JPM,21,4,inv_mae,last3,huber,0.16232387449473734
e1,JPM,21,4,inv_mae,last3,pls,0.23485009690573425
e1,JPM,21,4,inv_mae,last3,lgbm_reg,0.27272066706394066
e1,JPM,21,4,inv_mae,last3,xgb,0.21919734295514937
e1,JPM,21,5,inv_mae,last3,elasticnet,0.15016509544662887
e1,JPM,21,5,inv_mae,last3,huber,0.21016104669877164
e1,JPM,21,5,inv_mae,last3,pls,0.1934006676343341
e1,JPM,21,5,inv_mae,last3,lgbm_reg,0.2599122534154512
e1,JPM,21,5,inv_mae,last3,xgb,0.18636093680481414
e1,JPM,21,6,inv_mae,last3,elasticnet,0.18353018311499725
e1,JPM,21,6,inv_mae,last3,huber,0.24283439299251458
e1,JPM,21,6,inv_mae,last3,pls,0.17383437612888764
e1,JPM,21,6,inv_mae,last3,lgbm_reg,0.20630479321747625
e1,JPM,21,6,inv_mae,last3,xgb,0.19349625454612418
e1,JPM,21,7,inv_mae,last3,elasticnet,0.1860289335428468
e1,JPM,21,7,inv_mae,last3,huber,0.21818601636081278
e1,JPM,21,7,inv_mae,last3,pls,0.1661376512590376
e1,JPM,21,7,inv_mae,last3,lgbm_reg,0.21664017628206428
e1,JPM,21,7,inv_mae,last3,xgb,0.21300722255523852
e1,JPM,21,8,inv_mae,last3,elasticnet,0.21355709195512543
e1,JPM,21,8,inv_mae,last3,huber,0.21746990329755372
e1,JPM,21,8,inv_mae,last3,pls,0.1605026521965409
e1,JPM,21,8,inv_mae,last3,lgbm_reg,0.19468101001970073
e1,JPM,21,8,inv_mae,last3,xgb,0.21378934253107923
e1,JPM,21,9,inv_mae,last3,elasticnet,0.19929042977525366
e1,JPM,21,9,inv_mae,last3,huber,0.2001665066154891
e1,JPM,21,9,inv_mae,last3,pls,0.1858541029342047
e1,JPM,21,9,inv_mae,last3,lgbm_reg,0.2063013607681058
e1,JPM,21,9,inv_mae,last3,xgb,0.20838759990694677
e1,JPM,21,10,inv_mae,last3,elasticnet,0.2027954612708989
e1,JPM,21,10,inv_mae,last3,huber,0.21655140792193295
e1,JPM,21,10,inv_mae,last3,pls,0.18729518601796455
e1,JPM,21,10,inv_mae,last3,lgbm_reg,0.22637706076491929
e1,JPM,21,10,inv_mae,last3,xgb,0.16698088402428427
e1,JPM,21,11,inv_mae,last3,elasticnet,0.16025821355410869
e1,JPM,21,11,inv_mae,last3,huber,0.20693464532825556
e1,JPM,21,11,inv_mae,last3,pls,0.20267109679726455
e1,JPM,21,11,inv_mae,last3,lgbm_reg,0.26199950354650575
e1,JPM,21,11,inv_mae,last3,xgb,0.16813654077386536
e1,JPM,21,12,inv_mae,last3,elasticnet,0.12261744452418134
e1,JPM,21,12,inv_mae,last3,huber,0.158755849953282
e1,JPM,21,12,inv_mae,last3,pls,0.25360093973117886
e1,JPM,21,12,inv_mae,last3,lgbm_reg,0.2859287279708293
e1,JPM,21,12,inv_mae,last3,xgb,0.17909703782052835
e1,JPM,21,13,inv_mae,last3,elasticnet,0.10405744977038278
e1,JPM,21,13,inv_mae,last3,huber,0.13090909732699316
e1,JPM,21,13,inv_mae,last3,pls,0.2881031848645229
e1,JPM,21,13,inv_mae,last3,lgbm_reg,0.2712752342725781
e1,JPM,21,13,inv_mae,last3,xgb,0.20565503376552297
e1,JPM,21,14,inv_mae,last3,elasticnet,0.11921393959519842
e1,JPM,21,14,inv_mae,last3,huber,0.14857055816618936
e1,JPM,21,14,inv_mae,last3,pls,0.24006641709457474
e1,JPM,21,14,inv_mae,last3,lgbm_reg,0.2543233939117283
e1,JPM,21,14,inv_mae,last3,xgb,0.2378256912323091
e1,JPM,21,0,mae_da,expanding,elasticnet,0.2
e1,JPM,21,0,mae_da,expanding,huber,0.2
e1,JPM,21,0,mae_da,expanding,pls,0.2
e1,JPM,21,0,mae_da,expanding,lgbm_reg,0.2
e1,JPM,21,0,mae_da,expanding,xgb,0.2
e1,JPM,21,1,mae_da,expanding,elasticnet,0.44901470465031246
e1,JPM,21,1,mae_da,expanding,huber,0.13457255766923645
e1,JPM,21,1,mae_da,expanding,pls,0.21251530170828076
e1,JPM,21,1,mae_da,expanding,lgbm_reg,0.20166650090187513
e1,JPM,21,1,mae_da,expanding,xgb,0.002230935070295205
e1,JPM,21,2,mae_da,expanding,elasticnet,0.03823555995433476
e1,JPM,21,2,mae_da,expanding,huber,0.011264631096548275
e1,JPM,21,2,mae_da,expanding,pls,0.855394024660242
e1,JPM,21,2,mae_da,expanding,lgbm_reg,0.05104564136171876
e1,JPM,21,2,mae_da,expanding,xgb,0.044060142927156265
e1,JPM,21,3,mae_da,expanding,elasticnet,0.12246233447545082
e1,JPM,21,3,mae_da,expanding,huber,0.02716099378298743
e1,JPM,21,3,mae_da,expanding,pls,0.6125501851091222
e1,JPM,21,3,mae_da,expanding,lgbm_reg,0.12731330870989535
e1,JPM,21,3,mae_da,expanding,xgb,0.11051317792254423
e1,JPM,21,4,mae_da,expanding,elasticnet,0.09898524784995365
e1,JPM,21,4,mae_da,expanding,huber,0.23341361932368918
e1,JPM,21,4,mae_da,expanding,pls,0.474830229855509
e1,JPM,21,4,mae_da,expanding,lgbm_reg,0.14370718725477274
e1,JPM,21,4,mae_da,expanding,xgb,0.049063715716075366
e1,JPM,21,5,mae_da,expanding,elasticnet,0.07836918403609372
e1,JPM,21,5,mae_da,expanding,huber,0.19434329942959955
e1,JPM,21,5,mae_da,expanding,pls,0.52244562391169
e1,JPM,21,5,mae_da,expanding,lgbm_reg,0.17532307294850868
e1,JPM,21,5,mae_da,expanding,xgb,0.029518819674107993
e1,JPM,21,6,mae_da,expanding,elasticnet,0.06130837448437651
e1,JPM,21,6,mae_da,expanding,huber,0.5028908241702403
e1,JPM,21,6,mae_da,expanding,pls,0.09574931154536666
e1,JPM,21,6,mae_da,expanding,lgbm_reg,0.16965984772777143
e1,JPM,21,6,mae_da,expanding,xgb,0.1703916420722451
e1,JPM,21,7,mae_da,expanding,elasticnet,0.049466902665489816
e1,JPM,21,7,mae_da,expanding,huber,0.39750507164547977
e1,JPM,21,7,mae_da,expanding,pls,0.039810013547866854
e1,JPM,21,7,mae_da,expanding,lgbm_reg,0.4392864846451997
e1,JPM,21,7,mae_da,expanding,xgb,0.07393152749596377
e1,JPM,21,8,mae_da,expanding,elasticnet,0.09547382341103058
e1,JPM,21,8,mae_da,expanding,huber,0.3253330515842981
e1,JPM,21,8,mae_da,expanding,pls,0.05972125225773695
