date,ticker,horizon,adj_close,expected_return_usd,expected_price_usd,expected_return_mxn,usdmxn,threshold,agreement,candidate_dispersion,signal
2026-01-14,MSFT,21,456.4839782714844,0.0256757270014692,468.2045362781276,0.0256757270014692,17.82360076904297,0.01152427967657147,1.0,0.005781275316423521,BUY
2026-01-14,JPM,21,304.9287414550781,0.013213570016634195,308.95793873037894,0.013213570016634195,17.82360076904297,0.017368480626909186,1.0,0.01601559803861734,HOLD
2026-01-14,AAPL,63,259.25433349609375,0.0760900724842698,278.9810145236726,0.0760900724842698,17.82360076904297,0.01394575322132024,1.0,0.026923397859446203,BUY
2026-01-14,JPM,63,304.9287414550781,0.021416402617644326,311.45921815177167,0.021416402617644326,17.82360076904297,0.03008309089608246,1.0,0.021757264242107312,HOLD
2026-01-14,JPM,5,304.9287414550781,0.002476166619691875,305.6837958260539,0.002476166619691875,17.82360076904297,0.008474950755402931,0.8,0.005560122931029973,HOLD
2026-01-14,MSFT,5,456.4839782714844,0.013631046434247625,462.7063325757931,0.013631046434247625,17.82360076904297,0.005623272688522698,1.0,0.0053881342330869535,BUY
2026-01-14,AAPL,5,259.25433349609375,0.0056519138233620606,260.71961664734687,0.0056519138233620606,17.82360076904297,0.0039287708901309054,1.0,0.0005882400808296675,BUY
2026-01-14,AAPL,21,259.25433349609375,0.020766291572568412,264.6380845769255,0.020766291572568412,17.82360076904297,0.008051584376381331,1.0,0.008637029158891148,BUY
2026-01-14,MSFT,63,456.4839782714844,0.06045925422253838,484.08265916231574,0.06045925422253838,17.82360076904297,0.019960637920455215,1.0,0.015604596306602218,BUY
