source,ticker,horizon,model,n,mae,rmse,dir_acc,corr,spearman_ic,bias
e2,AAPL,5,lgbm_reg@market,1512,0.03145290045863647,0.04161866875815038,0.5548941798941799,0.09976576478903763,0.08475932455141105,0.00042369871840084437
e2,AAPL,5,lgbm_reg@sent,1512,0.031459865082340735,0.04158234152745872,0.5304232804232805,0.11245595586080263,0.10536960119750872,-0.001489336464985833
e2,AAPL,5,pls@market,1512,0.031338833295478416,0.04184885513396641,0.5582010582010583,0.09780783254268743,0.101268950186975,0.0013247215081354125
e2,AAPL,5,pls@sent,1512,0.03136679771232715,0.041799104835057194,0.5588624338624338,0.11967019377800858,0.11953465616994101,-0.0005485976294246734
e2,AAPL,5,xgb@market,1512,0.03214477014340016,0.04248238497311245,0.5211640211640212,0.07185668193660269,0.05080798599623074,-0.000738930419623079
e2,AAPL,5,xgb@sent,1512,0.03197667752086448,0.04226538404643705,0.501984126984127,0.08787739228970524,0.05740636466317231,-0.002087439929994689
e2,AAPL,21,elasticnet@market,1512,0.07142029473560269,0.09241109587193054,0.5205026455026455,-0.05350702472207332,0.05366586138020821,0.011038622171290115
e2,AAPL,21,elasticnet@sent,1512,0.07103589427250781,0.09168558456373879,0.5529100529100529,-0.005865937735552781,0.07027760675082824,-0.005252241252944357
e2,AAPL,21,ens_best_recent_expanding,1512,0.06902984284249046,0.08693669731066642,0.5529100529100529,0.10083455704639326,0.11609732518988852,-0.0063173134723343944
e2,AAPL,21,ens_best_recent_last3,1512,0.06934003139123367,0.08735451013615911,0.5496031746031746,0.08875337492548808,0.10197841781189805,-0.006297458736445743
e2,AAPL,21,ens_equal_expanding,1512,0.06596563348812268,0.0838677650194335,0.5582010582010583,0.10768961486274387,0.13241978454193962,0.0007187702707053403
e2,AAPL,21,ens_inv_mae_expanding,1512,0.06596668092695059,0.08383572761937702,0.5648148148148148,0.10748365649259391,0.12325829803214201,7.359412109373632e-05
e2,AAPL,21,ens_inv_mae_last3,1512,0.06595963628212628,0.08383392737693011,0.5621693121693122,0.10773198921620376,0.1235574051253123,-3.082014091723486e-05
e2,AAPL,21,ens_mae_da_expanding,1512,0.06610534329663563,0.08378488336174884,0.5595238095238095,0.10644464993941462,0.10389042030304192,-7.096054343094191e-06
e2,AAPL,21,ens_mae_da_last3,1512,0.0661409009792226,0.08388696599808496,0.5482804232804233,0.10507983748438728,0.10029207785603603,-0.0006350977817168345
e2,AAPL,21,ens_softmax_ic_expanding,1512,0.06638677927753113,0.08417038829771703,0.5462962962962963,0.11251442824974763,0.11568464564865052,-0.0023884681690916755
e2,AAPL,21,ens_softmax_ic_last3,1512,0.06657000875906631,0.08442703031306066,0.5423280423280423,0.10751212032834473,0.11290604875367508,-0.003195492221319297
e2,AAPL,21,huber@market,1512,0.06944591481945857,0.08755355282030323,0.53505291005291,0.10745930042314299,0.1324192568631346,0.015008701160328044
e2,AAPL,21,huber@sent,1512,0.06895287258219507,0.086775172773522,0.5648148148148148,0.14663546620757958,0.16676158983486214,0.0005678106438727075
e2,AAPL,21,lgbm_reg@market,1512,0.06671093995588825,0.0840406138974668,0.6038359788359788,0.08278965907794533,0.0458932636725102,0.0014179404817282336
e2,AAPL,21,lgbm_reg@sent,1512,0.06645689486461964,0.08393138623237181,0.5687830687830688,0.10535538103997145,0.0815058375613424,-0.0055179511515073935
e2,AAPL,21,pls@market,1512,0.06696844344212603,0.08681521864663648,0.5747354497354498,0.033020892875683806,0.13067753840531396,-0.00011415872186988926
e2,AAPL,21,pls@sent,1512,0.06723809123314979,0.0857210483506359,0.5727513227513228,0.12116053427786075,0.15952286421500292,-0.008148046209194015
e2,AAPL,21,xgb@market,1512,0.0672887346404436,0.08469937559997363,0.5542328042328042,0.14805615794368288,0.1114905295297773,0.0046466758043898805
e2,AAPL,21,xgb@sent,1512,0.06757760410285947,0.08540079163801072,0.5277777777777778,0.12359986930161959,0.08894163393421373,-0.006459650219039943
e2,AAPL,63,elasticnet@market,1512,0.12240809664262227,0.15940218792507174,0.6078042328042328,0.14458592737703851,0.14936760576622124,0.031227842055587346
e2,AAPL,63,elasticnet@sent,1512,0.12260503896560807,0.16060481687518013,0.5641534391534392,0.16574759849372167,0.11699555949259488,0.010126097167699076
